Rank,Locid,RO,ST,City,Airport Name,Svc Lvl,Hub,CY 06 Scheduled Boardings,CY 06 Unscheduled Boardings,CY 06 Total  Boardings
1046.0,ULM,GL,MN,New Ulm,New Ulm Municipal,GA,-,0.0,69.0,69.0
1110.0,PNM,GL,MN,Princeton,Princeton Municipal,GA,-,0.0,50.0,50.0
1202.0,COQ,GL,MN,Cloquet,Cloquet Carlton County,GA,-,0.0,33.0,33.0
1228.0,RRT,GL,MN,Warroad,Warroad International Memorial,GA,-,0.0,30.0,30.0
1328.0,ANE,GL,MN,Blaine,Anoka County-Blaine Airport(Janes Field),GA,-,0.0,19.0,19.0
1364.0,LVN,GL,MN,Lakeville,Airlake,GA,-,0.0,17.0,17.0
1391.0,MKT,GL,MN,Mankato,Mankato Regional,GA,-,0.0,16.0,16.0
1452.0,FRM,GL,MN,Fairmont,Fairmont Municipal,GA,-,0.0,13.0,13.0
1483.0,MML,GL,MN,Marshall,Southwest Minnesota Regional Marshall/Ryan Field,GA,-,0.0,12.0,12.0
1486.0,ONA,GL,MN,Winona,Winona Municipal-Max Conrad Field,GA,-,0.0,12.0,12.0
1500.0,BDE,GL,MN,Baudette,Baudette International,GA,-,0.0,11.0,11.0
1506.0,GDB,GL,MN,Granite Falls,Granite Falls Municipal/Lenzen-Roe Memorial Field,GA,-,0.0,11.0,11.0
1546.0,GPZ,GL,MN,Grand Rapids,Grand Rapids/Itasca County Airport-Gordon Newstrom Field,GA,-,0.0,10.0,10.0
1592.0,ROS,GL,MN,Rush City,Rush City Regional,GA,-,0.0,9.0,9.0
1640.0,ROX,GL,MN,Roseau,Roseau Municipal/Rudy Billberg Field,GA,-,0.0,8.0,8.0
1672.0,MJQ,GL,MN,Jackson,Jackson Municipal,GA,-,0.0,7.0,7.0
1706.0,FFM,GL,MN,Fergus Falls,Fergus Falls Municipal-Einar Mickelson Field,GA,-,0.0,6.0,6.0
1729.0,PEX,GL,MN,Paynesville,Paynesville Municipal,GA,-,0.0,6.0,6.0
1735.0,SGS,GL,MN,South St. Paul,South St Paul Municipal-Richard E Fleming Field,GA,-,0.0,6.0,6.0
1761.0,AXN,GL,MN,Alexandria,Chandler Field,GA,-,0.0,5.0,5.0
1825.0,TOB,GL,MN,Dodge Center,Dodge Center,GA,-,0.0,5.0,5.0
1746.0,16D,GL,MN,Perham,Perham Municipal,GA,-,0.0,5.0,5.0
1833.0,12D,GL,MN,Tower,Tower Municipal,GA,-,0.0,4.0,4.0
1863.0,ETH,GL,MN,Wheaton,Wheaton Municipal,GA,-,0.0,4.0,4.0
1947.0,EVM,GL,MN,Eveleth,Eveleth-Virginia Municipal,GA,-,0.0,3.0,3.0
1979.0,OWA,GL,MN,Owatonna,Owatonna Degner Regional,GA,-,0.0,3.0,3.0
2025.0,AEL,GL,MN,Albert Lea,Albert Lea Municipal,GA,-,0.0,2.0,2.0
2062.0,JMR,GL,MN,Mora,Mora Municipal,GA,-,0.0,2.0,2.0
2080.0,OTG,GL,MN,Worthington,Worthington Municipal,GA,-,0.0,2.0,2.0
2171.0,MOX,GL,MN,Morris,Morris Municipal - Charlie Schmidt Field,GA,-,0.0,1.0,1.0
2195.0,TWM,GL,MN,Two Harbors,Richard B Helgeson,GA,-,0.0,1.0,1.0
32.0,STL,CE,MO,St. Louis,Lambert-St Louis International,P,M,6940722.0,96678.0,7037400.0
35.0,MCI,CE,MO,Kansas City,Kansas City International,P,M,5447968.0,18704.0,5466672.0
129.0,SGF,CE,MO,Springfield,Springfield-Branson National,P,S,426115.0,2134.0,428249.0
350.0,COU,CE,MO,Columbia,Columbia Regional,P,N,13615.0,2194.0,15809.0
381.0,JLN,CE,MO,Joplin,Joplin Regional,P,N,11205.0,293.0,11498.0
422.0,CGI,CE,MO,Scott City,Cape Girardeau Regional,CS,-,8071.0,125.0,8196.0
431.0,TBN,CE,MO,Fort Leonard Wood (U.S. Army),Waynesville Regional Airport at Forney Field,CS,-,7690.0,0.0,7690.0
441.0,SUS,CE,MO,Chesterfield,Spirit of St. Louis,GA,-,0.0,6740.0,6740.0
572.0,MKC,CE,MO,Kansas City,Charles B. Wheeler Downtown,GA,-,0.0,2390.0,2390.0
600.0,JEF,CE,MO,Jefferson City,Jefferson City Memorial,GA,-,0.0,2053.0,2053.0
609.0,IRK,CE,MO,Kirksville,Kirksville Regional,GA,-,1835.0,43.0,1878.0
703.0,SZL,CE,MO,Knob Noster,Whiteman AFB,GA,-,0.0,895.0,895.0
738.0,LXT,CE,MO,Lee's Summit,Lee's Summit Municipal,GA,-,0.0,642.0,642.0
754.0,STJ,CE,MO,St. Joseph,Rosecrans Memorial,GA,-,0.0,528.0,528.0
1002.0,MYJ,CE,MO,Mexico,Mexico Memorial,GA,-,0.0,89.0,89.0
1107.0,LBO,CE,MO,Lebanon,Floyd W. Jones Lebanon,GA,-,0.0,50.0,50.0
1316.0,HAE,CE,MO,Hannibal,Hannibal Regional,GA,-,0.0,20.0,20.0
1396.0,TKX,CE,MO,Kennett,Kennett Memorial,GA,-,0.0,16.0,16.0
1411.0,K02,CE,MO,Perryville,Perryville Municipal,GA,-,0.0,15.0,15.0
1484.0,MNF,CE,MO,Mountain View,Mountain View,GA,-,0.0,12.0,12.0
1496.0,AIZ,CE,MO,Kaiser,Lee C Fine Memorial,GA,-,0.0,11.0,11.0
1527.0,UNO,CE,MO,West Plains,West Plains Municipal,GA,-,0.0,11.0,11.0
1569.0,3GV,CE,MO,Grain Valley,East Kansas City,GA,-,0.0,9.0,9.0
1588.0,POF,CE,MO,Poplar Bluff,Poplar Bluff Municipal,GA,-,0.0,9.0,9.0
1595.0,SIK,CE,MO,Sikeston,Sikeston Memorial Municipal,GA,-,0.0,9.0,9.0
1614.0,BUM,CE,MO,Butler,Butler Memorial,GA,-,0.0,8.0,8.0
1777.0,EOS,CE,MO,Neosho,Neosho Hugh Robinson,GA,-,0.0,5.0,5.0
1880.0,M58,CE,MO,Monett,Monett Municipal,GA,-,0.0,4.0,4.0
1860.0,DMO,CE,MO,Sedalia,Sedalia Memorial,GA,-,0.0,4.0,4.0
1965.0,K89,CE,MO,Macon,Macon-Fower Memorial,GA,-,0.0,3.0,3.0
1969.0,MBY,CE,MO,Moberly,Omar N Bradley,GA,-,0.0,3.0,3.0
2074.0,NVD,CE,MO,Nevada,Nevada Municipal,GA,-,0.0,2.0,2.0
2002.0,3DW,CE,MO,Springfield,Downtown,GA,-,0.0,2.0,2.0
2094.0,TRX,CE,MO,Trenton,Trenton Municipal,GA,-,0.0,2.0,2.0
2168.0,M17,CE,MO,Bolivar,Bolivar Municipal,GA,-,0.0,1.0,1.0
2110.0,2MO8,CE,MO,Carthage,Frerer Strip,GA,-,0.0,1.0,1.0
2103.0,1H0,CE,MO,St. Louis,Creve Coeur,GA,-,0.0,1.0,1.0
120.0,GSN,WP,MP,Saipan,Francisco C. Ada/Saipan International,P,S,481443.0,2634.0,484077.0
272.0,GRO,WP,MP,Rota Island,Rota International,P,N,42033.0,0.0,42033.0
301.0,TNI,WP,MP,Tinian (Municipality),Tinian International,P,N,30444.0,0.0,30444.0
98.0,JAN,SO,MS,Jackson,Jackson-Evers International,P,S,725694.0,1964.0,727658.0
132.0,GPT,SO,MS,Gulfport,Gulfport-Biloxi International,P,S,387269.0,16502.0,403771.0
299.0,TUP,SO,MS,Tupelo,Tupelo Regional,P,N,31236.0,785.0,32021.0
304.0,GTR,SO,MS,Columbus,Golden Triangle Regional,P,N,27648.0,1398.0,29046.0
334.0,MEI,SO,MS,Meridian,Key Field,P,N,21470.0,9.0,21479.0
356.0,UTA,SO,MS,Tunica,Tunica Municipal,P,N,3798.0,11099.0,14897.0
363.0,PIB,SO,MS,Moselle,Hattiesburg-Laurel Regional,P,N,12973.0,1158.0,14131.0
414.0,GLH,SO,MS,Greenville,Mid Delta Regional,CS,-,8278.0,518.0,8796.0
538.0,MJD,SO,MS,Picayune,Picayune Municipal,GA,-,0.0,3063.0,3063.0
1124.0,HSA,SO,MS,Bay St. Louis,Stennis International,GA,-,0.0,46.0,46.0
1141.0,BIX,SO,MS,Biloxi,Keesler AFB,GA,-,0.0,43.0,43.0
1142.0,CBM,SO,MS,Columbus,Columbus AFB,GA,-,0.0,43.0,43.0
1305.0,UOX,SO,MS,Oxford,University-Oxford,GA,-,0.0,22.0,22.0
1367.0,OLV,SO,MS,Olive Branch,Olive Branch,GA,-,0.0,17.0,17.0
1508.0,HBG,SO,MS,Hattiesburg,Hattiesburg Bobby L Chain Municipal,GA,-,0.0,11.0,11.0
1523.0,PQL,SO,MS,Pascagoula,Trent Lott International,GA,-,0.0,11.0,11.0
1591.0,RNV,SO,MS,Cleveland,Cleveland Municipal,GA,-,0.0,9.0,9.0
1723.0,MPE,SO,MS,Philadelphia,Philadelphia Municipal,GA,-,0.0,6.0,6.0
1789.0,HKS,SO,MS,Jackson,Hawkins Field,GA,-,0.0,5.0,5.0
1956.0,HEZ,SO,MS,Natchez,Hardy-Anders Field Natchez-Adams County,GA,-,0.0,3.0,3.0
2082.0,PMU,SO,MS,Batesville,Panola County,GA,-,0.0,2.0,2.0
2057.0,GWO,SO,MS,Greenwood,Greenwood-Leflore,GA,-,0.0,2.0,2.0
2069.0,LUL,SO,MS,Laurel,Hesler-Noble Field,GA,-,0.0,2.0,2.0
2101.0,15M,SO,MS,Iuka,Iuka,GA,-,0.0,1.0,1.0
2170.0,MBO,SO,MS,Madison,Bruce Campbell Field,GA,-,0.0,1.0,1.0
2199.0,VKS,SO,MS,Vicksburg,Vicksburg Municipal,GA,-,0.0,1.0,1.0
133.0,BIL,NM,MT,Billings,Billings Logan International,P,S,400699.0,2946.0,403645.0
143.0,BZN,NM,MT,Bozeman,Gallatin Field,P,N,317017.0,1098.0,318115.0
155.0,MSO,NM,MT,Missoula,Missoula International,P,N,274123.0,2047.0,276170.0
185.0,GPI,NM,MT,Kalispell,Glacier Park International,P,N,174635.0,522.0,175157.0
200.0,GTF,NM,MT,Great Falls,Great Falls International,P,N,138151.0,1211.0,139362.0
222.0,HLN,NM,MT,Helena,Helena Regional,P,N,87567.0,391.0,87958.0
283.0,BTM,NM,MT,Butte,Bert Mooney,P,N,36490.0,1145.0,37635.0
478.0,SDY,NM,MT,Sidney,Sidney-Richland Municipal,CS,-,3246.0,1525.0,4771.0
496.0,WYS,NM,MT,West Yellowstone,Yellowstone,CS,-,4020.0,11.0,4031.0
610.0,OLF,NM,MT,Wolf Point,L M Clayton,GA,-,1852.0,16.0,1868.0
620.0,GGW,NM,MT,Glasgow,Wokal Field/Glasgow International,GA,-,1784.0,0.0,1784.0
644.0,HVR,NM,MT,Havre,Havre City-County,GA,-,1533.0,4.0,1537.0
673.0,MLS,NM,MT,Miles City,Frank Wiley Field,GA,-,1161.0,72.0,1233.0
684.0,GDV,NM,MT,Glendive,Dawson Community,GA,-,1078.0,48.0,1126.0
731.0,LWT,NM,MT,Lewistown,Lewistown Municipal,GA,-,699.0,0.0,699.0
971.0,29S,NM,MT,Gardiner,Gardiner,GA,-,0.0,105.0,105.0
1017.0,DLN,NM,MT,Dillon,Dillon,GA,-,0.0,78.0,78.0
1084.0,3U3,NM,MT,Anaconda,Bowman Field,GA,-,0.0,54.0,54.0
1205.0,S59,NM,MT,Libby,Libby,GA,-,0.0,33.0,33.0
1241.0,LVM,NM,MT,Livingston,Mission Field,GA,-,0.0,28.0,28.0
1243.0,6S5,NM,MT,Hamilton,Ravalli County,GA,-,0.0,27.0,27.0
1250.0,6S0,NM,MT,Big Timber,Big Timber,GA,-,0.0,26.0,26.0
1297.0,EKS,NM,MT,Ennis,Ennis - Big Sky,GA,-,0.0,22.0,22.0
1313.0,7S6,NM,MT,White Sulphur Springs,White Sulphur Springs,GA,-,0.0,20.0,20.0
1340.0,38S,NM,MT,Deer Lodge,Deer Lodge-City-County,GA,-,0.0,18.0,18.0
1432.0,M75,NM,MT,Malta,Malta,GA,-,0.0,14.0,14.0
1448.0,7S1,NM,MT,Twin Bridges,Twin Bridges,GA,-,0.0,13.0,13.0
1488.0,U05,NM,MT,Philipsburg,Riddick Field,GA,-,0.0,12.0,12.0
1502.0,CTB,NM,MT,Cut Bank,Cut Bank Municipal,GA,-,0.0,11.0,11.0
1719.0,M46,NM,MT,Colstrip,Colstrip,GA,-,0.0,6.0,6.0
1791.0,HWQ,NM,MT,Harlowton,Wheatland County at Harlowton,GA,-,0.0,5.0,5.0
1824.0,THM,NM,MT,Thompson Falls,Thompson Falls,GA,-,0.0,5.0,5.0
1967.0,LTY,NM,MT,Chester,Liberty County,GA,-,0.0,3.0,3.0
1926.0,4U9,NM,MT,Dell,Dell Flight Strip,GA,-,0.0,3.0,3.0
2035.0,CII,NM,MT,Choteau,Choteau,GA,-,0.0,2.0,2.0
2015.0,5U7,NM,MT,Fort Smith,Fort Smith Landing Strip,GA,-,0.0,2.0,2.0
2023.0,8S1,NM,MT,Polson,Polson,GA,-,0.0,2.0,2.0
2105.0,23S,NM,MT,Seeley Lake,Seeley Lake,GA,-,0.0,1.0,1.0
2121.0,57S,NM,MT,Troy,Troy,GA,-,0.0,1.0,1.0
17.0,CLT,SO,NC,Charlotte,Charlotte/Douglas International,P,L,14722190.0,27378.0,14749568.0
43.0,RDU,SO,NC,Raleigh,Raleigh-Durham International,P,M,4686928.0,19659.0,4706587.0
86.0,GSO,SO,NC,Greensboro,Piedmont Triad International,P,S,1071533.0,11313.0,1082846.0
144.0,ILM,SO,NC,Wilmington,Wilmington International,P,N,310517.0,2083.0,312600.0
149.0,AVL,SO,NC,Asheville,Asheville Regional,P,N,288177.0,1373.0,289550.0
195.0,FAY,SO,NC,Fayetteville,Fayetteville Regional/Grannis Field,P,N,151852.0,3114.0,154966.0
223.0,OAJ,SO,NC,Jacksonville,Albert J Ellis,P,N,87352.0,160.0,87512.0
226.0,EWN,SO,NC,New Bern,Craven County Regional,P,N,84889.0,126.0,85015.0
270.0,PGV,SO,NC,Greenville,Pitt-Greenville,P,N,43855.0,756.0,44611.0
326.0,ISO,SO,NC,Kinston,Kinston Regional Jetport at Stallings Field,P,N,19149.0,4017.0,23166.0
332.0,POB,SO,NC,Fayetteville,Pope AFB,GA,-,0.0,21689.0,21689.0
333.0,NKT,SO,NC,Cherry Point,Cherry Point MCAS /Cunningham Field/,GA,-,0.0,21597.0,21597.0
479.0,SOP,SO,NC,Pinehurst/Southern Pines,Moore County,CS,-,2791.0,1970.0,4761.0
713.0,INT,SO,NC,Winston-Salem,Smith Reynolds,GA,-,0.0,808.0,808.0
730.0,GSB,SO,NC,Goldsboro,Seymour Johnson AFB,GA,-,0.0,704.0,704.0
792.0,MRH,SO,NC,Beaufort,Michael J. Smith Field,GA,-,0.0,390.0,390.0
804.0,JQF,SO,NC,Concord,Concord Regional,GA,-,0.0,343.0,343.0
809.0,HKY,SO,NC,Hickory,Hickory Regional,GA,-,241.0,94.0,335.0
936.0,TTA,SO,NC,Sanford,Sanford-Lee County Regional,GA,-,0.0,131.0,131.0
999.0,RWI,SO,NC,Rocky Mount,Rocky Mount-Wilson Regional,GA,-,0.0,90.0,90.0
1021.0,BUY,SO,NC,Burlington,Burlington-Alamance Regional,GA,-,0.0,76.0,76.0
1023.0,ECG,SO,NC,Elizabeth City,Elizabeth City CG Air Station/Regional,GA,-,0.0,75.0,75.0
1057.0,NCA,SO,NC,Jacksonville,New River MCAS /H/ /McCutcheon Field/,GA,-,0.0,66.0,66.0
1203.0,GWW,SO,NC,Goldsboro,Goldsboro-Wayne Municipal,GA,-,0.0,33.0,33.0
1308.0,IGX,SO,NC,Chapel Hill,Horace Williams,GA,-,0.0,21.0,21.0
1370.0,RHP,SO,NC,Andrews,Andrews-Murphy,GA,-,0.0,17.0,17.0
1361.0,EYF,SO,NC,Elizabethtown,Curtis L Brown Jr Field,GA,-,0.0,17.0,17.0
1365.0,MQI,SO,NC,Manteo,Dare County Regional,GA,-,0.0,17.0,17.0
1387.0,EQY,SO,NC,Monroe,Monroe Regional,GA,-,0.0,16.0,16.0
1485.0,MRN,SO,NC,Lenoir,Foothills Regional,GA,-,0.0,12.0,12.0
1560.0,TDF,SO,NC,Roxboro,Person County,GA,-,0.0,10.0,10.0
1600.0,VUJ,SO,NC,Albemarle,Stanly County,GA,-,0.0,9.0,9.0
1609.0,7NC2,SO,NC,Corolla,Pine Island,GA,-,0.0,8.0,8.0
1604.0,1A5,SO,NC,Franklin,Macon County,GA,-,0.0,8.0,8.0
1704.0,FBG,SO,NC,Fort Bragg,Simmons AAF,GA,-,0.0,6.0,6.0
1717.0,LBT,SO,NC,Lumberton,Lumberton Municipal,GA,-,0.0,6.0,6.0
1743.0,W40,SO,NC,Mount Olive,Mount Olive Municipal,GA,-,0.0,6.0,6.0
1714.0,JNX,SO,NC,Smithfield,Johnston County,GA,-,0.0,6.0,6.0
1686.0,24A,SO,NC,Sylva,Jackson County,GA,-,0.0,6.0,6.0
1757.0,AKH,SO,NC,Gastonia,Gastonia Municipal,GA,-,0.0,5.0,5.0
1776.0,EHO,SO,NC,Shelby,Shelby-Cleveland County Regional,GA,-,0.0,5.0,5.0
1817.0,SVH,SO,NC,Statesville,Statesville Regional,GA,-,0.0,5.0,5.0
1862.0,EDE,SO,NC,Edenton,Northeastern Regional,GA,-,0.0,4.0,4.0
1831.0,0A7,SO,NC,Hendersonville,Hendersonville,GA,-,0.0,4.0,4.0
1958.0,HSE,SO,NC,Hatteras,Billy Mitchell,GA,-,0.0,3.0,3.0
1948.0,EXX,SO,NC,Lexington,Davidson County,GA,-,0.0,3.0,3.0
1991.0,UKF,SO,NC,North Wilkesboro,Wilkes County,GA,-,0.0,3.0,3.0
1929.0,7A8,SO,NC,Spruce Pine,Avery County/Morrison Field/,GA,-,0.0,3.0,3.0
1976.0,OCW,SO,NC,Washington,Warren Field,GA,-,0.0,3.0,3.0
2053.0,GEV,SO,NC,Jefferson,Ashe County,GA,-,0.0,2.0,2.0
2043.0,DPL,SO,NC,Kenansville,Duplin County,GA,-,0.0,2.0,2.0
2016.0,60J,SO,NC,Ocean Isle Beach,Odell Williamson Municipal,GA,-,0.0,2.0,2.0
2051.0,FQD,SO,NC,Rutherfordton,Rutherford County-Marchman Field,GA,-,0.0,2.0,2.0
2038.0,CPC,SO,NC,Whiteville,Columbus County Municipal,GA,-,0.0,2.0,2.0
2177.0,NC06,SO,NC,Banner Elk,Elk River,GA,-,0.0,1.0,1.0
2180.0,ONX,SO,NC,Currituck,Currituck County,GA,-,0.0,1.0,1.0
2100.0,14A,SO,NC,Mooresville,Lake Norman Airpark,GA,-,0.0,1.0,1.0
2173.0,MWK,SO,NC,Mount Airy,Mount Airy/Surry County,GA,-,0.0,1.0,1.0
145.0,FAR,GL,ND,Fargo,Hector International,P,N,305256.0,2691.0,307947.0
184.0,BIS,GL,ND,Bismarck,Bismarck Municipal,P,N,179312.0,1720.0,181032.0
224.0,GFK,GL,ND,Grand Forks,Grand Forks International,P,N,83829.0,2524.0,86353.0
235.0,MOT,GL,ND,Minot,Minot International,P,N,74941.0,72.0,75013.0
446.0,ISN,GL,ND,Williston,Sloulin Field International,CS,-,6443.0,12.0,6455.0
458.0,DIK,GL,ND,Dickinson,Dickinson - Theodore Roosevelt Regional,CS,-,5389.0,215.0,5604.0
525.0,DVL,GL,ND,Devils Lake,Devils Lake Regional,CS,-,3332.0,15.0,3347.0
573.0,JMS,GL,ND,Jamestown,Jamestown Regional,GA,-,2353.0,33.0,2386.0
714.0,GWR,GL,ND,Gwinner,Gwinner-Roger Melroe Field,GA,-,0.0,804.0,804.0
791.0,MIB,GL,ND,Minot,Minot AFB,GA,-,0.0,390.0,390.0
932.0,RDR,GL,ND,Grand Forks,Grand Forks AFB,GA,-,0.0,133.0,133.0
1541.0,BWP,GL,ND,Wahpeton,Harry Stern,GA,-,0.0,10.0,10.0
1869.0,HEI,GL,ND,Hettinger,Hettinger Municipal,GA,-,0.0,4.0,4.0
1942.0,D09,GL,ND,Bottineau,Bottineau Municipal,GA,-,0.0,3.0,3.0
1924.0,46D,GL,ND,Carrington,Carrington Municipal,GA,-,0.0,3.0,3.0
2207.0,Y74,GL,ND,Parshall,Parshall-Hankins,GA,-,0.0,1.0,1.0
65.0,OMA,CE,NE,Omaha,Eppley Airfield,P,M,2070836.0,4470.0,2075306.0
180.0,LNK,CE,NE,Lincoln,Lincoln,P,N,187666.0,2790.0,190456.0
399.0,BFF,CE,NE,Scottsbluff,Western Nebraska Regional/William B. Heilig Field,P,N,9231.0,837.0,10068.0
411.0,EAR,CE,NE,Kearney,Kearney Regional,CS,-,8590.0,346.0,8936.0
413.0,LBF,CE,NE,North Platte,North Platte Regional Airport Lee Bird Field,CS,-,8216.0,623.0,8839.0
418.0,GRI,CE,NE,Grand Island,Central Nebraska Regional,CS,-,7426.0,1079.0,8505.0
569.0,MCK,CE,NE,McCook,McCook Regional,GA,-,2446.0,0.0,2446.0
581.0,CDR,CE,NE,Chadron,Chadron Municipal,GA,-,2275.0,2.0,2277.0
626.0,AIA,CE,NE,Alliance,Alliance Municipal,GA,-,1735.0,0.0,1735.0
770.0,OFF,CE,NE,Omaha,Offutt AFB,GA,-,0.0,456.0,456.0
1514.0,MLE,CE,NE,Omaha,Millard,GA,-,0.0,11.0,11.0
1639.0,PMV,CE,NE,Plattsmouth,Plattsmouth Municipal,GA,-,0.0,8.0,8.0
1692.0,AFK,CE,NE,Nebraska City,Nebraska City Municipal,GA,-,0.0,6.0,6.0
1726.0,OFK,CE,NE,Norfolk,Karl Stefan Memorial,GA,-,0.0,6.0,6.0
1763.0,BIE,CE,NE,Beatrice,Beatrice Municipal,GA,-,0.0,5.0,5.0
1850.0,ANW,CE,NE,Ainsworth,Ainsworth Municipal,GA,-,0.0,4.0,4.0
1851.0,AUH,CE,NE,Aurora,Aurora Municipal - Al Potter Field,GA,-,0.0,4.0,4.0
1853.0,BBW,CE,NE,Broken Bow,Broken Bow Municipal,GA,-,0.0,4.0,4.0
1871.0,HJH,CE,NE,Hebron,Hebron Municipal,GA,-,0.0,4.0,4.0
1893.0,ONL,CE,NE,O'Neill,The O'Neill Municipal-John L Baker Field,GA,-,0.0,4.0,4.0
1917.0,VTN,CE,NE,Valentine,Miller Field,GA,-,0.0,4.0,4.0
1987.0,SNY,CE,NE,Sidney,Sidney Municipal/Lloyd W. Carr Field,GA,-,0.0,3.0,3.0
66.0,MHT,NE,NH,Manchester,Manchester,P,M,1928563.0,3000.0,1931563.0
315.0,PSM,NE,NH,Portsmouth,Portsmouth International at Pease,P,N,18507.0,7558.0,26065.0
375.0,LEB,NE,NH,Lebanon,Lebanon Municipal,P,N,9569.0,2574.0,12143.0
796.0,LCI,NE,NH,Laconia,Laconia Municipal,GA,-,0.0,370.0,370.0
888.0,CON,NE,NH,Concord,Concord Municipal,GA,-,0.0,171.0,171.0
1190.0,EEN,NE,NH,Keene,Dillant-Hopkins,GA,-,0.0,35.0,35.0
1295.0,BML,NE,NH,Berlin,Berlin Municipal,GA,-,0.0,22.0,22.0
1472.0,ASH,NE,NH,Nashua,Boire Field,GA,-,0.0,12.0,12.0
2154.0,HIE,NE,NH,Whitefield,Mount Washington Regional,GA,-,0.0,1.0,1.0
10.0,EWR,EA,NJ,Newark,Newark Liberty International,P,L,17769649.0,34458.0,17804107.0
122.0,ACY,EA,NJ,Atlantic City,Atlantic City International,P,S,372314.0,85744.0,458058.0
353.0,TEB,EA,NJ,Teterboro,Teterboro,P,N,694.0,14683.0,15377.0
400.0,TTN,EA,NJ,Trenton,Trenton Mercer,P,N,9170.0,878.0,10048.0
424.0,WRI,EA,NJ,Wrightstown,McGuire AFB,GA,-,0.0,8142.0,8142.0
617.0,MMU,EA,NJ,Morristown,Morristown Municipal,GA,-,0.0,1799.0,1799.0
943.0,NEL,EA,NJ,Lakehurst,Lakehurst NAES /Maxfield Field,GA,-,0.0,126.0,126.0
973.0,BLM,EA,NJ,Belmar,Monmouth Executive,GA,-,0.0,104.0,104.0
1001.0,CDW,EA,NJ,Caldwell,Essex County,GA,-,0.0,89.0,89.0
1490.0,WWD,EA,NJ,Wildwood,Cape May County,GA,-,0.0,12.0,12.0
1492.0,39N,EA,NJ,Rocky Hill,Princeton,GA,-,0.0,11.0,11.0
1529.0,15NJ,EA,NJ,Belford,Werner,GA,-,0.0,10.0,10.0
1605.0,26N,EA,NJ,Ocean City,Ocean City Municipal,GA,-,0.0,8.0,8.0
1654.0,47N,EA,NJ,Manville,Central Jersey Regional,GA,-,0.0,7.0,7.0
1685.0,17N,EA,NJ,Cross Keys,Cross Keys,GA,-,0.0,6.0,6.0
1721.0,MIV,EA,NJ,Millville,Millville Municipal,GA,-,0.0,6.0,6.0
1914.0,VAY,EA,NJ,Mount Holly,South Jersey Regional,GA,-,0.0,4.0,4.0
2066.0,LDJ,EA,NJ,Linden,Linden,GA,-,0.0,2.0,2.0
2174.0,N07,EA,NJ,Lincoln Park,Lincoln Park,GA,-,0.0,1.0,1.0
2175.0,N51,EA,NJ,Readington,Solberg-Hunterdon,GA,-,0.0,1.0,1.0
2147.0,FWN,EA,NJ,Sussex,Sussex,GA,-,0.0,1.0,1.0
2120.0,4N1,EA,NJ,West Milford,Greenwood Lake,GA,-,0.0,1.0,1.0
55.0,ABQ,SW,NM,Albuquerque,Albuquerque International Sunport,P,M,3167386.0,8913.0,3176299.0
309.0,FMN,SW,NM,Farmington,Four Corners Regional,P,N,26708.0,221.0,26929.0
402.0,SAF,SW,NM,Santa Fe,Santa Fe Municipal,CS,-,9432.0,429.0,9861.0
404.0,ROW,SW,NM,Roswell,Roswell International Air Center,CS,-,8850.0,448.0,9298.0
499.0,CNM,SW,NM,Carlsbad,Cavern City Air Terminal,CS,-,3629.0,300.0,3929.0
511.0,GUP,SW,NM,Gallup,Gallup Municipal,GA,-,0.0,3684.0,3684.0
575.0,SVC,SW,NM,Silver City,Grant County,GA,-,2327.0,26.0,2353.0
579.0,CVN,SW,NM,Clovis,Clovis Municipal,GA,-,2310.0,8.0,2318.0
613.0,HOB,SW,NM,Hobbs,Lea County Regional,GA,-,1843.0,2.0,1845.0
681.0,ALM,SW,NM,Alamogordo,Alamogordo-White Sands Regional,GA,-,119.0,1024.0,1143.0
715.0,CVS,SW,NM,Clovis,Cannon AFB,GA,-,0.0,798.0,798.0
719.0,LRU,SW,NM,Las Cruces,Las Cruces International,GA,-,0.0,784.0,784.0
757.0,HMN,SW,NM,Alamogordo,Holloman AFB,GA,-,0.0,516.0,516.0
786.0,CAO,SW,NM,Clayton,Clayton Municipal Airpark,GA,-,0.0,409.0,409.0
790.0,94E,SW,NM,Silver City,Whiskey Creek,GA,-,0.0,392.0,392.0
798.0,0.0,SW,NM,Crownpoint,Crownpoint,GA,-,0.0,363.0,363.0
819.0,ZUN,SW,NM,Black Rock,Black Rock,GA,-,0.0,296.0,296.0
846.0,5V5,SW,NM,Shiprock,Shiprock Airstrip,GA,-,0.0,230.0,230.0
937.0,SRR,SW,NM,Ruidoso,Sierra Blanca Regional,GA,-,0.0,130.0,130.0
1018.0,DMN,SW,NM,Deming,Deming Municipal,GA,-,0.0,78.0,78.0
1043.0,RTN,SW,NM,Raton,Raton Municipal/Crews Field,GA,-,0.0,69.0,69.0
1094.0,TCS,SW,NM,Truth or Consequences,Truth Or Consequences Municipal,GA,-,0.0,52.0,52.0
1135.0,LVS,SW,NM,Las Vegas,Las Vegas Municipal,GA,-,0.0,44.0,44.0
1206.0,SKX,SW,NM,Taos,Taos Regional,GA,-,0.0,33.0,33.0
1222.0,GNT,SW,NM,Grants,Grants-Milan Municipal,GA,-,0.0,30.0,30.0
1571.0,ATS,SW,NM,Artesia,Artesia Municipal,GA,-,0.0,9.0,9.0
