Rank,FAA Region,ST,Locid,City,Airport Name,Arpt Category,Hub Size,CY 11 Enplanements,CY 10 Enplanements,% Change
1388,SW,AR,0M0,Dumas,Billy Free Municipal,GA,None,3,0,0
1419,SW,AR,M18,Hope,Hope Municipal,GA,None,3,0,0
1395,SW,AR,7M2,Mountain View,Mountain View Wilcox Memorial Field,GA,None,3,0,0
1435,SW,AR,RUE,Russellville,Russellville Regional,GA,None,3,3,0
1413,SW,AR,HEE,West Helena,Thompson-Robbins,GA,None,3,2,0.5
1477,SW,AR,HKA,Blytheville,Blytheville Municipal,GA,None,2,0,0
1489,SW,AR,M32,Lake Village,Lake Village Municipal,GA,None,2,0,0
1488,SW,AR,M19,Newport,Newport Municipal,GA,None,2,0,0
1511,SW,AR,SGT,Ulm,Stuttgart Municipal,GA,None,2,0,0
1447,SW,AR,3M9,Warren,Warren Municipal,GA,None,2,0,0
1544,SW,AR,BYH,Blytheville,Arkansas International,GA,None,1,0,0
1525,SW,AR,32A,Danville,Danville Municipal,GA,None,1,0,0
1531,SW,AR,5M1,De Witt,De Witt Municipal,GA,None,1,0,0
1579,SW,AR,MEZ,Mena,Mena Intermountain Municipal,GA,None,1,1,0
1577,SW,AR,M70,Pocahontas,Pocahontas Municipal,GA,None,1,0,0
1539,SW,AR,ARG,Walnut Ridge,Walnut Ridge Regional,GA,None,1,0,0
275,WP,AS,PPG,Pago Pago,Pago Pago International,P,N,45486,45206,0.0062
9,WP,AZ,PHX,Phoenix,Phoenix Sky Harbor International,P,L,19750306,18907171,0.0446
65,WP,AZ,TUS,Tucson,Tucson International,P,S,1779679,1844228,-0.035
114,WP,AZ,IWA,Mesa,Phoenix-Mesa Gateway,P,S,521437,417862,0.2479
147,WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,331924,318622,0.0417
212,WP,AZ,IFP,Bullhead City,Laughlin/Bullhead International,P,N,113280,121468,-0.0674
234,WP,AZ,NYL,Yuma,Yuma MCAS/Yuma International,P,N,82420,82163,0.0031
246,WP,AZ,1G4,Peach Springs,Grand Canyon West,P,N,71316,60682,0.1752
257,WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,60831,62109,-0.0206
327,WP,AZ,PGA,Page,Page Municipal,P,N,23938,20264,0.1813
445,WP,AZ,1Z1,Whitmore,Grand Canyon Bar Ten Airstrip,GA,None,7293,6793,0.0736
476,WP,AZ,PRC,Prescott,Ernest A. Love Field,CS,None,5159,7836,-0.3416
503,WP,AZ,SOW,Show Low,Show Low Regional,CS,None,3996,3080,0.2974
676,WP,AZ,IGM,Kingman,Kingman,GA,None,975,897,0.087
745,WP,AZ,CHD,Chandler,Chandler Municipal,GA,None,476,8,58.5
763,WP,AZ,AZ03,Marble Canyon,Cliff Dwellers,GA,None,366,5,72.2
791,WP,AZ,DMA,Tucson,Davis Monthan AFB,GA,None,269,304,-0.1151
792,WP,AZ,0V7,Kayenta,Kayenta,GA,None,267,301,-0.113
892,WP,AZ,SDL,Scottsdale,Scottsdale,GA,None,95,1025,-0.9073
898,WP,AZ,L37,Peach Springs,Grand Canyon Caverns,GA,None,88,91,-0.033
979,WP,AZ,CFT,Clifton,Greenlee County,GA,None,33,12,1.75
1062,WP,AZ,P20,Parker,Avi Suquilla,GA,None,19,42,-0.5476
1185,WP,AZ,PAN,Payson,Payson,GA,None,10,14,-0.2857
1176,WP,AZ,DVT,Phoenix,Phoenix Deer Valley,GA,None,10,93,-0.8925
1229,WP,AZ,AZ42,Phoenix,Asi,GA,None,7,51,-0.8627
1243,WP,AZ,SEZ,Sedona,Sedona,GA,None,7,41,-0.8293
1313,WP,AZ,GYR,Goodyear,Phoenix Goodyear,GA,None,5,5,0
1350,WP,AZ,CGZ,Casa Grande,Casa Grande Municipal,GA,None,4,3,0.3333
1357,WP,AZ,FHU,Fort Huachuca,Sierra Vista Municipal-Libby AAF,GA,None,4,968,-0.9959
1457,WP,AZ,A09,Bullhead City,Eagle Airpark,GA,None,2,0,0
1482,WP,AZ,L41,Marble Canyon,Marble Canyon,GA,None,2,0,0
1541,WP,AZ,AZC,Colorado City,Colorado City Municipal,GA,None,1,0,0
1562,WP,AZ,GEU,Glendale,Glendale Municipal,GA,None,1,27,-0.963
1570,WP,AZ,INW,Winslow,Winslow-Lindbergh Regional,GA,None,1,20,-0.95
3,WP,CA,LAX,Los Angeles,Los Angeles International,P,L,30528737,28857755,0.0579
7,WP,CA,SFO,San Francisco ,San Francisco International,P,L,20056568,19359003,0.036
28,WP,CA,SAN,San Diego,San Diego International,P,L,8465683,8430509,0.0042
36,WP,CA,OAK,Oakland,Metropolitan Oakland International,P,M,4550526,4673417,-0.0263
40,WP,CA,SMF,Sacramento,Sacramento International,P,M,4370895,4424279,-0.0121
43,WP,CA,SNA,Santa Ana,John Wayne Airport-Orange County,P,M,4247802,4278623,-0.0072
44,WP,CA,SJC,San Jose,Norman Y. Mineta San Jose International,P,M,4108006,4056167,0.0128
60,WP,CA,ONT,Ontario,Ontario International,P,M,2271458,2380881,-0.046
61,WP,CA,BUR,Burbank,Bob Hope,P,M,2144915,2239804,-0.0424
70,WP,CA,LGB,Long Beach,Long Beach /Daugherty Field/,P,S,1512212,1451404,0.0419
99,WP,CA,PSP,Palm Springs,Palm Springs International,P,S,759510,751068,0.0112
108,WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,615320,569879,0.0797
138,WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,S,367328,382894,-0.0407
186,WP,CA,MRY,Monterey,Monterey Peninsula,P,N,181640,190527,-0.0466
200,WP,CA,BFL,Bakersfield,Meadows Field,P,N,148347,111699,0.3281
208,WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,132692,129220,0.0269
221,WP,CA,STS,Santa Rosa,Charles M. Schulz - Sonoma County,P,N,102414,92778,0.1039
247,WP,CA,ACV,Arcata,Arcata,P,N,70455,93402,-0.2457
261,WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,56044,50632,0.1069
274,WP,CA,CRQ,Carlsbad,McClellan-Palomar,P,N,45518,28355,0.6053
284,WP,CA,SMX,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,41620,47741,-0.1282
291,WP,CA,RDD,Redding,Redding Municipal,P,N,38290,54420,-0.2964
300,WP,CA,VCV,Victorville,Southern California Logistics,GA,None,36445,32385,0.1254
321,WP,CA,MMH,Mammoth Lakes,Mammoth Yosemite,P,N,26201,19814,0.3223
322,WP,CA,RIV,Riverside,March ARB,GA,None,25322,37332,-0.3217
342,WP,CA,CIC,Chico,Chico Municipal,P,N,20881,23272,-0.1027
349,WP,CA,MOD,Modesto,Modesto City County-Harry Sham Field,P,N,18683,23487,-0.2045
368,WP,CA,CEC,Crescent City,Jack McNamara Field,P,N,14887,14341,0.0381
426,WP,CA,IYK,Inyokern,Inyokern,CS,None,8711,11109,-0.2159
456,WP,CA,IPL,Imperial,Imperial County,CS,None,6136,4752,0.2912
534,WP,CA,MCE,Merced,Merced Regional//Macready Field,CS,None,3181,2051,0.551
541,WP,CA,VIS,Visalia,Visalia Municipal,CS,None,2980,1831,0.6275
601,WP,CA,NTD,Point Mugu,Point Mugu NAS,GA,None,1839,3109,-0.4085
604,WP,CA,SUU,Fairfield,Travis AFB,GA,None,1814,2188,-0.1709
660,WP,CA,NKX,San Diego,Miramar MCAS/Mitscher Field,GA,None,1108,3366,-0.6708
671,WP,CA,VNY,Van Nuys,Van Nuys,GA,None,1018,432,1.3565
719,WP,CA,NZY,San Diego,North Island NAS /Halsey Field/,GA,None,620,2261,-0.7258
771,WP,CA,NLC,Lemoore,Lemoore NAS (Reeves Field),GA,None,341,0,0
798,WP,CA,NJK,El Centro,El Centro NAF,GA,None,250,293,-0.1468
873,WP,CA,FCH,Fresno,Fresno Chandler Executive,GA,None,118,242,-0.5124
880,WP,CA,NUQ,Mountain View,Moffett Federal Airfield,GA,None,110,6,17.3333
887,WP,CA,EKA,Eureka,Murray Field,GA,None,100,0,0
888,WP,CA,SMO,Santa Monica,Santa Monica Municipal,GA,None,100,547,-0.8172
902,WP,CA,NID,China Lake (Naval Weapons Center),China Lake NAWS (Armitage Field),GA,None,83,0,0
917,WP,CA,APC,Napa,Napa County,GA,None,69,316,-0.7816
928,WP,CA,TRM,Palm Springs,Jacqueline Cochran Regional,GA,None,62,68,-0.0882
927,WP,CA,MYF,San Diego,Montgomery Field,GA,None,62,3,19.6667
935,WP,CA,VBG,Lompoc,Vandenberg AFB,GA,None,58,95,-0.3895
934,WP,CA,SNS,Salinas,Salinas Municipal,GA,None,58,44,0.3182
933,WP,CA,SDM,San Diego,Brown Field Municipal,GA,None,58,194,-0.701
965,WP,CA,FOT,Fortuna,Rohnerville,GA,None,40,0,0
984,WP,CA,TVL,South Lake Tahoe,Lake Tahoe,GA,None,32,97,-0.6701
1096,WP,CA,CCR,Concord,Buchanan Field,GA,None,15,53,-0.717
1099,WP,CA,GOO,Grass Valley,Nevada County Air Park,GA,None,15,19,-0.2105
1116,WP,CA,O81,Alturas,Tulelake Municipal,GA,None,14,29,-0.5172
1110,WP,CA,CVH,Hollister,Hollister Municipal,GA,None,14,0,0
1123,WP,CA,CNO,Chino,Chino,GA,None,13,7,0.8571
1141,WP,CA,MCC,Sacramento,McClellan Airfield,GA,None,12,35,-0.6571
1165,WP,CA,SBD,San Bernardino,San Bernardino International,GA,None,11,6,0.8333
1189,WP,CA,SAC,Sacramento,Sacramento Executive,GA,None,10,44,-0.7727
1223,WP,CA,PRB,Paso Robles,Paso Robles Municipal,GA,None,8,3,1.6667
1262,WP,CA,CMA,Camarillo,Camarillo,GA,None,6,18,-0.6667
1277,WP,CA,MYV,Marysville,Yuba County,GA,None,6,2,2
1280,WP,CA,PAO,Palo Alto,Palo Alto Airport of Santa Clara County,GA,None,6,6,0
1284,WP,CA,SQL,San Carlos,San Carlos,GA,None,6,1,5
1321,WP,CA,MHR,Sacramento,Sacramento Mather,GA,None,5,12,-0.5833
1382,WP,CA,UDD,Palm Springs,Bermuda Dunes,GA,None,4,72,-0.9444
1429,WP,CA,OVE,Oroville,Oroville Municipal,GA,None,3,0,0
1431,WP,CA,OXR,Oxnard,Oxnard,GA,None,3,4074,-0.9993
1434,WP,CA,RAL,Riverside,Riverside Municipal,GA,None,3,0,0
1478,WP,CA,HWD,Hayward,Hayward Executive,GA,None,2,6,-0.6667
1486,WP,CA,LVK,Livermore,Livermore Municipal,GA,None,2,89,-0.9775
1490,WP,CA,M45,Markleeville,Alpine County,GA,None,2,0,0
1551,WP,CA,DAG,Daggett,Barstow-Daggett,GA,None,1,44,-0.9773
1552,WP,CA,DLO,Delano,Delano Municipal,GA,None,1,1,0
1566,WP,CA,HHR,Hawthorne,Jack Northrop Field/Hawthorne Municipal,GA,None,1,5,-0.8
1592,WP,CA,SVE,Susanville,Susanville Municipal,GA,None,1,0,0
9999,WP,CA,PMD,Palmdale,Palmdale USAF Plant 42,GA,None,0,0,0
5,NM,CO,DEN,Denver,Denver International,P,L,25667499,25241962,0.0169
94,NM,CO,COS,Colorado Springs,City of Colorado Springs Municipal,P,S,828516,877367,-0.0557
172,NM,CO,ASE,Aspen,Aspen-Pitkin County/Sardy Field,P,N,221256,222755,-0.0067
175,NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,217988,219358,-0.0062
181,NM,CO,EGE,Eagle,Eagle County Regional,P,N,189276,201010,-0.0584
189,NM,CO,DRO,Durango,Durango-La Plata County,P,N,175649,163611,0.0736
218,NM,CO,HDN,Hayden,Yampa Valley,P,N,106534,110044,-0.0319
230,NM,CO,MTJ,Montrose,Montrose Regional,P,N,87228,96601,-0.097
277,NM,CO,FNL,Fort Collins/Loveland,Fort Collins-Loveland Municipal,P,N,44999,35671,0.2615
299,NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,36516,37316,-0.0214
335,NM,CO,PUB,Pueblo,Pueblo Memorial,P,N,22470,11641,0.9302
399,NM,CO,TEX,Telluride,Telluride Regional,P,N,11017,9677,0.1385
446,NM,CO,ALS,Alamosa,San Luis Valley Regional/Bergman Field,CS,None,7104,6737,0.0545
452,NM,CO,CEZ,Cortez,Cortez Municipal,CS,None,6989,6342,0.102
742,NM,CO,APA,Englewood,Centennial,GA,None,488,507,-0.0375
783,NM,CO,BKF,Aurora,Buckley AFB,GA,None,300,162,0.8519
842,NM,CO,BJC,Broomfield,Rocky Mountain Metropolitan,GA,None,144,269,-0.4647
981,NM,CO,RIL,Rifle,Garfield County Regional,GA,None,33,79,-0.5823
1050,NM,CO,LAA,Lamar,Lamar Municipal,GA,None,20,0,0
1151,NM,CO,1V6,Canon City,Fremont County,GA,None,11,9,0.2222
1224,NM,CO,PSO,Pagosa Springs,Stevens Field,GA,None,8,3,1.6667
1347,NM,CO,BDU,Boulder,Boulder Municipal,GA,None,4,0,0
1343,NM,CO,7V2,Paonia,North Fork Valley,GA,None,4,1,3
1564,NM,CO,GWS,Glenwood Springs,Glenwood Springs Municipal,GA,None,1,0,0
54,NE,CT,BDL,Windsor Locks,Bradley International,P,M,2772315,2640155,0.0501
288,NE,CT,HVN,New Haven,Tweed-New Haven,P,N,40074,35854,0.1177
687,NE,CT,DXR,Danbury,Danbury Municipal,GA,None,874,406,1.1527
808,NE,CT,BDR,Bridgeport,Igor I Sikorsky Memorial,GA,None,211,240,-0.1208
827,NE,CT,GON,Groton New London,Groton-New London,GA,None,162,75,1.16
839,NE,CT,OXC,Oxford,Waterbury-Oxford,GA,None,150,148,0.0135
846,NE,CT,SNC,Chester,Chester,GA,None,143,0,0
975,NE,CT,HFD,Hartford,Hartford-Brainard,GA,None,35,47,-0.2553
1078,NE,CT,4B8,Plainville,Robertson Field,GA,None,17,6,1.8333
1421,NE,CT,MMK,Meriden,Meriden Markham Municipal,GA,None,3,28,-0.8929
1452,NE,CT,4B9,Simsbury,Simsbury,GA,None,2,0,0
700,EA,DE,DOV,Dover,Dover AFB,GA,None,753,732,0.0287
712,EA,DE,ILG,Wilmington,New Castle,GA,None,642,789,-0.1863
802,EA,DE,EVY,Middletown,Summit,GA,None,239,0,0
1057,EA,DE,GED,Georgetown,Sussex County,GA,None,19,19,0
12,SO,FL,MIA,Miami,Miami International,P,L,18342158,17017654,0.0778
13,SO,FL,MCO,Orlando,Orlando International,P,L,17250415,17017491,0.0137
21,SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,11332466,10829810,0.0464
29,SO,FL,TPA,Tampa,Tampa International,P,L,8174194,8137222,0.0045
49,SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,3748366,3714157,0.0092
53,SO,FL,PBI,West Palm Beach,Palm Beach International,P,M,2877158,2958416,-0.0275
56,SO,FL,JAX,Jacksonville,Jacksonville International,P,M,2700514,2755719,-0.02
98,SO,FL,SFB,Sanford,Orlando Sanford International,P,S,768938,553892,0.3882
100,SO,FL,PNS,Pensacola,Pensacola Gulf Coast Regional,P,S,750190,729748,0.028
104,SO,FL,SRQ,Sarasota,Sarasota/Bradenton International,P,S,657157,670992,-0.0206
122,SO,FL,VPS,Valparaiso,Eglin AFB,P,S,434455,348979,0.2449
126,SO,FL,ECP,Panama City,Northwest Florida Beaches International,P,S,417902,312114,0.3389
127,SO,FL,PIE,Clearwater,St Petersburg-Clearwater International,P,S,417223,384394,0.0854
145,SO,FL,EYW,Key West,Key West International,P,N,335603,287359,0.1679
151,SO,FL,TLH,Tallahassee,Tallahassee Regional,P,N,305686,325097,-0.0597
160,SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,274166,246627,0.1117
178,SO,FL,MLB,Melbourne,Melbourne International,P,N,207829,180441,0.1518
188,SO,FL,GNV,Gainesville,Gainesville Regional,P,N,177282,159499,0.1115
201,SO,FL,PGD,Punta Gorda,Punta Gorda,P,N,147698,87041,0.6969
344,SO,FL,LAL,Lakeland,Lakeland Linder Regional,GA,None,20282,179,112.3073
376,SO,FL,NIP,Jacksonville,Jacksonville NAS (Towers Field),GA,None,13403,11757,0.14
558,SO,FL,HRT,Mary Esther,Hurlburt Field,GA,None,2659,2802,-0.051
634,SO,FL,ORL,Orlando,Executive,GA,None,1384,170,7.1412
686,SO,FL,COF,Cocoa Beach,Patrick AFB,GA,None,889,553,0.6076
688,SO,FL,MCF,Tampa,MacDill AFB,GA,None,873,1089,-0.1983
733,SO,FL,NQX,Key West,Key West NAS /Boca Chica Field/,GA,None,553,509,0.0864
764,SO,FL,OCF,Ocala,Ocala International-Jim Taylor Field,GA,None,365,204,0.7892
785,SO,FL,PAM,Panama City,Tyndall AFB,GA,None,293,1253,-0.7662
801,SO,FL,APF,Naples,Naples Municipal,GA,None,239,581,-0.5886
814,SO,FL,NPA,Pensacola,Pensacola NAS/Forrest Sherman Field/,GA,None,182,209,-0.1292
822,SO,FL,BCT,Boca Raton,Boca Raton,GA,None,171,403,-0.5757
829,SO,FL,NRB,Mayport,Mayport NS (Adm David L. McDonald Field),GA,None,161,165,-0.0242
869,SO,FL,ISM,Kissimmee,Kissimmee Gateway,GA,None,120,84,0.4286
893,SO,FL,FXE,Fort Lauderdale,Fort Lauderdale Executive,GA,None,94,322,-0.7081
913,SO,FL,TMB,Miami,Kendall-Tamiami Executive,GA,None,72,82,-0.122
912,SO,FL,SUA,Stuart,Witham Field,GA,None,72,480,-0.85
918,SO,FL,OPF,Miami,Opa- Locka Executive,GA,None,69,668,-0.8967
950,SO,FL,VRB,Vero Beach,Vero Beach Municipal,GA,None,49,228,-0.7851
962,SO,FL,XMR,Cocoa Beach,Cape Canaveral AFS Skid Strip,GA,None,42,0,0
977,SO,FL,FMY,Fort Myers,Page Field,GA,None,34,100,-0.66
1001,SO,FL,DTS,Destin,Destin-Fort Walton Beach,GA,None,28,139,-0.7986
1039,SO,FL,PMP,Pompano Beach,Pompano Beach Airpark,GA,None,22,0,0
1105,SO,FL,TIX,Titusville,Space Coast Regional,GA,None,15,11,0.3636
1133,SO,FL,VNC,Venice,Venice Municipal,GA,None,13,18,-0.2778
1149,SO,FL,07FA,Key Largo,Ocean Reef Club,GA,None,11,30,-0.6333
1190,SO,FL,SGJ,Saint Augustine,Northeast Florida Regional,GA,None,10,58,-0.8276
1276,SO,FL,MTH,Marathon,The Florida Keys Marathon,GA,None,6,36,-0.8333
1384,SO,FL,VQQ,Jacksonville,Cecil,GA,None,4,0,0
1378,SO,FL,SEF,Sebring,Sebring Regional,GA,None,4,1,3
1403,SO,FL,CLW,Clearwater,Clearwater Air Park,GA,None,3,0,0
1464,SO,FL,CGC,Crystal River,Crystal River,GA,None,2,13,-0.8462
1473,SO,FL,FA88,Live Oak,Pittman Oaks,GA,None,2,0,0
1484,SO,FL,LNA,West Palm Beach,Palm Beach County Park,GA,None,2,0,0
1543,SO,FL,BOW,Bartow,Bartow Municipal,GA,None,1,69,-0.9855
1601,SO,FL,XFL,Bunnell,Flagler County,GA,None,1,7,-0.8571
1546,SO,FL,CEW,Crestview,Bob Sikes,GA,None,1,4,-0.75
1558,SO,FL,FHB,Fernandina Beach,Fernandina Beach Municipal,GA,None,1,29,-0.9655
1598,SO,FL,VDF,Tampa,Tampa Executive,GA,None,1,3,-0.6667
1,SO,GA,ATL,Atlanta,Hartsfield - Jackson Atlanta International,P,L,44414121,43130585,0.0298
